id,title,body,created_at,rate,recommendation_status,is_buyer,product_id,advantages,disadvantages,likes,dislikes,seller_title,seller_code,true_to_size_rate
45354820,در کل چیز خوبیه اگر چوبی بود که عالی بودش,"به نظرم چیز خوب و خفنیه مخصوصا با قیمت ۱۰ ت 
من فکر میکردم خیلی کوچیک باشه ولی اندازش کاملا اوکی بود و مشکلی نداشت 
ضایعات هم نداشت که به مو آسیب بزنه 
برای کسی که موهاش فرفریه و میخواد فرم خوبی به موهاش بده عالیه",16 بهمن 1401,4.0,recommended,True,724971,,,0,0,پنی شاپ,CN6G3,
17911442,خوش رنگ,من چند رنگش رو سفارش دادم.خیلی خوش رنگ بودن توی ۳ رنگ بود رنگ صورتی خوش رنگ و زرد فسفری و سفید تا حالا استفاده نکردم کلی سریش نسبت به سری ریمل ها کوچک تره,11 اسفند 1399,4.0,recommended,True,3331625,,,0,0,حس برتر,5ANR9,
52453231,لنز ناخن مینیمال,"خوبه قشنگه.
کیفیتش بالا بود بسته بندی خوبیم داشت
عکس میزارم",17 مرداد 1402,5.0,recommended,True,5377201,,,0,0,رویاسنتر,CNPG7,
27196727,,عالیه پیشنهاد میکنم خیلی خوشم اومد چیز بدی هم نداره همه چیش عالیه ,13 آبان 1400,5.0,recommended,True,4982964,"['جنس خوب', 'شکلای قشنگ', 'قسمت مناسب']",['ندارد'],1,0,نوشه شاپ,AVZRU,
30516399,,خوب و شبیه عکس بود ,3 بهمن 1400,4.0,recommended,True,3531488,,,0,0,بی بی کیو,5AKA2,
7993881,به درد بخور,خوب بود,9 اردیبهشت 1399,0.0,recommended,True,1117706,['خوب '],['ندارد'],0,0,هفت دریا,5ANGZ,
53477899,خوب,باکیفیت و عالی,17 شهریور 1402,5.0,recommended,True,4535257,,,0,0,سنتربیوتی,AFK4F,
32054727,,خوب بود,6 اسفند 1400,5.0,recommended,True,3022312,,,0,0,نگین پایتخت ایران زمین,AFDDJ,
32359332,,خیلی خوب بود,14 اسفند 1400,4.0,recommended,True,1112552,,,0,0,اینجاست آ ,9ZMCZ,
23020579,رضایت از خرید آب پاش,نسبت به وجهی که پرداختم از خرید این محصول راضی هستم,25 تیر 1400,0.0,recommended,True,2606346,,,0,0,بازرگانی میعاد کالا,AH55E,
52379302,پد پنکیک,"بسته بندی خوب 
ضخامت عالی 
بنظر میاد جنسش خوبه 
تو استفاده مشخص میشه 
عکس گذاشتم ببینید",15 مرداد 1402,5.0,recommended,True,838786,,,1,0,فارغی,E9HRT,
47241861,عالین,"اینا رو بیرون دونه ای ۵ یا هفت میفروشن 
الان ۶ تا خریدم ۱۲ تومن که هم با کیفیته هم قیمتش عالیه",27 اسفند 1401,5.0,recommended,True,6391068,"['رنگ بندی زیبا و متنوع\r', 'جنس خوب\r', 'قیمت عالی']",,0,0,یانگوم,ERKSP,
38792792,پیشنهاد میکنم,خوبه در کل ارزش خرید داره,13 شهریور 1401,5.0,recommended,True,3899141,,,0,0,سپیدرو,5A6A6,
35299113,نازه,"دوست داشتم هم جالبه هم شیک  بسته بندی هم تمیز بود هم سالم
*سلامی دوبارهه
برای بار سوم خریدم:))",8 خرداد 1401,5.0,recommended,True,5762507,"['کیفیت خوب\r', 'شیکه\r', 'از هر مدلی چند سایز داره هم راحت ست میشه هم برای هر ناخنی بخواین میتونین استفاده کنین\r', 'حدودا 60 تا لنز برعکس پک هایی که شاید 12 تا م نیست\r', 'طرح های خیلی متنوع ای داره\r', 'اندازه های هر کدوم مناسبه و روی ناخن قشنگه\r', 'رنگ بندی']",,0,0,مربع مکعب,DEKDY,
51990087,,من قرمز سفارش دادم ولی فیروزه ای فرستادن,2 مرداد 1402,4.0,recommended,True,4622758,,,0,0,جوپیتر گالری,ECWJN,
45702886,,خوب بودتوصیه به خریدمیکنم,25 بهمن 1401,5.0,recommended,True,3120513,,,0,0,گالری جورواجور,CXPW7,
29817812,,خیلی خوب است,18 دی 1400,4.0,recommended,True,4195147,,,0,0,عقیق اصل,C9KHY,
23342229,خوبه,من همیشه اط همین مارک از دیجی کالا میخرم خوبه راضیم,3 مرداد 1400,5.0,recommended,True,3272595,,,0,0,سرگل پارس,AJK9Y,
47152840,پدفرمژه,عالی بود پیشنهاد میکنم بخرید اما کاش قیمتش کمترشه,25 اسفند 1401,5.0,recommended,True,2645304,,,0,0,دریادشت,E2TAD,
32695406,خوب نیست,اصلا خوب نیست فقط باید روی لاک سفید بزنید وگرنه رو هر لاک دیگی بزنید خودش رو نشون نمیده ,22 اسفند 1400,1.0,not_recommended,True,5921868,,,0,0,نوشه شاپ,AVZRU,
20624535,,خوبه,20 اردیبهشت 1400,5.0,recommended,True,2365996,,,2,0,خط هنر,A4363,
50144409,کیفیت مناسب,"آلی بود هم جنسش هم کیفیتش و در اصل قیمتش
و بهم اطمینان کافی رو به برنامه دیجی کالا اختصاص داد
خیلی ممنون از برنامه دیجی کالا",18 خرداد 1402,5.0,recommended,True,1894133,,,0,0,گالری حسین,CNV4C,
32299528,,خیلی طرحش با نمکه من دوسش دارم. ولی حتما روش برق ناخن بزنید من رو لاک خشک شده زدم دستم رو که شستم ناپدید شد!,12 اسفند 1400,4.0,recommended,True,4308651,,,0,0,رویاسنتر,CNPG7,
52015124,افتضاح,فروشنده فکرکرده چون یه چیز کوچیکه خریدار مرجوع نمیکنه ولی من مرجوع میکنم عکس میزارم ببینید,3 مرداد 1402,1.0,not_recommended,True,1932309,,,0,0,دیپافو,AEGGK,
50738635,,خوشگلن یخرید,31 خرداد 1402,5.0,recommended,True,4277651,,,0,0,رویاسنتر,CNPG7,
50838280,,خیلی خوب بود ,3 تیر 1402,4.0,recommended,True,5925101,,,0,0,یانگوم,ERKSP,
16944857,خوب                 ,خوب                 ,18 بهمن 1399,4.25,recommended,True,860668,,,0,0,لوکس پنل,5A96U,
52652717,,خوبه,23 مرداد 1402,4.0,recommended,True,12094159,,,0,0,سایدا سنتر,FA6DS,
25986578,,"خیلی خوشگل و کاربردی هستش و اندازه مناسبی داره 
قطعا پیشنهاد میشه 
مشخصات : قطر کاسه رنگ ۵ سانتی متر و طول برس ابرو تقریبا ۱۱ سانتی متر هستش",8 مهر 1400,4.5,recommended,True,4471519,,,3,0,طلاگل,CWGU9,
19716566,خیلی زیبا,خیلی عالی توصیه میکنم,31 فروردین 1400,5.0,recommended,True,4296102,,,0,0,نوشه شاپ,AVZRU,
10843381,برس مو پلاستیکی,"قیمت مناسبی دارند و از تنوع رنگ خوبی هم برخوردار هستند
از لحاظ کاربرد هم ازش راضی بودم",18 مرداد 1399,3.75,recommended,True,1894314,[' قیمت مناسب'],['فاصله زیاد دندانه ها'],1,0,اینجاست آ ,9ZMCZ,
25125026,لنز ناخن,خیلی کوچک تر از عکس بود خیلی خیلی انتظارم بیشتر بود که بزرگ تر باشه ولی بازم خوب بود,18 شهریور 1400,3.25,recommended,True,4273225,,,0,0,رویاسنتر,CNPG7,
18686280,,"با سلام، با توجه به قیمت پایین آن ارش خرید دارد. ولی برای اینکه این نظر تایید شود مجبورم با آتیش کم نقد رو وارد کنم اینکه یک کالا سفارش میدی، یک کالای دیگر مشابه با کیفیت پایینتر یا قیمت پایینتر برات می‌فرستن. حالا مشتری یا برگشت میده یا حال و حوصله و وقتش رو نداره برگشت بزنه در هر صورت دی جی کالا ضرری نکرده فقط یه تیر تو تاریکی انداخته که بیشتر مواقع میگیره!!!!!
کلی برای همه کالاها گفتم، مواظب باشید و گزارش کنید.",1 فروردین 1400,2.0,no_idea,True,2008827,,,0,0,مارکت لند,5A596,
53040298,خیلی هم عالی ,خیلی هم عالی ,5 شهریور 1402,4.0,recommended,True,1494649,,,0,0,جانا استور,AMMFR,
22885970,ناخن گیر,ناخن گیر خوبه,21 تیر 1400,0.0,recommended,True,3319594,['کیفیت خوب'],['نداره'],0,0, فروشگاه ایران,A399Y,
47039867,عالی,خیلی خوب و خوشگلن,23 اسفند 1401,5.0,recommended,True,4483091,,,0,0,رویاسنتر,CNPG7,
24775488,,خیلی خوبه و استفاده از راحته روش استفاده اش هم اینه باید خیس بشه تا از جدا بشه و بزنید روی ناخن,11 شهریور 1400,5.0,recommended,True,4273410,,,0,0,رویاسنتر,CNPG7,
39408756,,دوتا ورق با دوطرح گل مختلف بود، یه طرحو برش بزنید یه دیقه بزارید تو آب، یه لایه پلاستیکی که طرح روشه ازکاغذ زیرش جدا میشه، اونو بزارید روی ناخن و با پنبه آروم روش ضربه بزنید تا آب و حباب زیرش نباشه، یکم که خشک شد روش برق ناخن بزنید، چون این طرحش کمرنگه روی زمینه سفید یا کرمی کمرنگ خودشو بهتر نشون میده، خیلی خیلی نازه طرحش خاص و قشنگه من که راضی بودم و چندتا طرح دیگه  سفارش دادم ,27 شهریور 1401,5.0,recommended,True,6377763,,,0,0,نوشه شاپ,AVZRU,
25501940,خراب بودن اسپری,متاسفانه از سه عدد آب پاش سفارش داده شده، اسپری دو تا از آنها خراب بود. قبلا که چندین بار خریداری کرده بودم کیفیت بهتری داشت.,27 شهریور 1400,1.0,not_recommended,True,4406182,,,0,0,مساوا,5A7U3,
27031131,لنز ناخن,خیلی قشنگه ولی بیرون اینا ورقی سه الی چهار تومنه من از طرحش خوشم اومد و گرنه با این قیمت ب صرفه نیس ,8 آبان 1400,3.0,recommended,True,4308181,"['با کیفیت', 'زیبا']",['قیمت بالا'],0,0,رویاسنتر,CNPG7,
48745055,لنز ناخن,عالی حتما بخرید,9 اردیبهشت 1402,5.0,,True,8929726,"['از ۲۰ ثانیه کمتر توی آب پوستش رو میندازه', 'طرح های مختلف', 'قیمت مناسب', 'چسبندگی به دست نداره']",,0,0,هستی نیل,E2C2D,fit
6614164,پنبه,نسبت به قیمتش عالی است,14 اسفند 1398,5.0,recommended,True,1941586,['کیفیت عالی'],['هیچ'],0,0,ایران فراگیر,AJWS2,
37310672,خوبه,در کل ارزش خرید رو داره,5 مرداد 1401,0.0,recommended,True,3951906,,,0,0,شیده کالا,D2WHM,
30499547,,کار کردن باهاش راحته. بهداشتیه,2 بهمن 1400,5.0,recommended,True,2203877,,,0,0,اینجاست آ ,9ZMCZ,
54475014,,خوب,18 مهر 1402,4.0,recommended,True,1043077,,,0,0,آبادیس پارس,DVRSJ,
37287018,خوب,خوب بود جنسشم خوب بود قیمت هم از بیرون ارزونتر بود فاصله ی دانه ها کم بود,4 مرداد 1401,5.0,,True,1784731,,,0,0,تکنوهوم,DZNJE,
19428242,عالیییی,نخرید ضرر کردید خیلی خوبه ارزش خرید رو داره سرشم اصلا خراب نشد,24 فروردین 1400,5.0,recommended,True,4406182,,,0,0,درواژ,CR5RM,
45786287,,هنوز استفاده نکردم ولی طرحش قشنگه 😍🔥 لازم نیست حتمااا اندازه ناخن ببرید. میتونید طرح و قیچی کنید بزارید رو ناخن بعدش با استون و براش یا گوش پاک کن دورشو پاک کنید اینجوری راحت تره,27 بهمن 1401,5.0,recommended,True,8353458,,,13,0,هستی نیل,E2C2D,
42387754,لنز ناخن,عالی بود ولی برای ناخون های کوچک همش مناسب نیست ولی در کل راضی بودم,7 آذر 1401,5.0,recommended,True,7637438,,,4,0,هستی نیل,E2C2D,
37773732,عالیه,فلزی و خوش دست و بسیار کاربردی حتی برای مژه تکی و ریسه ای من صورتی گرفتم که یه صورتی جیغ خوشرنگ ارسال شد,18 مرداد 1401,5.0,recommended,True,4302838,,,0,0,اینجاست آ ,9ZMCZ,
8450721,معمولی,"اولش بد نیست 
بعد چندبار تراشیدن کند میشه مداد رو میشکنه. مخصوصا مداد بزرگ ها رو.",23 اردیبهشت 1399,2.75,not_recommended,True,1797324,"['تقریبا تیزه اگه زود کند نشه\r\n', 'نوک مداد رو هم نشکوند']",['رو درش حساب نکنید'],0,0,گالری ویشکا,AUW2X,
47128587,رنگ موقابل قبول,ازخریدم راضی هستم,25 اسفند 1401,5.0,,True,3811482,,,0,0,نگین پایتخت ایران زمین,AFDDJ,
18546310,,خوبه برای خط چشم,26 اسفند 1399,4.0,recommended,True,4555783,,,1,0,دکمه آنلاین,6YUZH,
51785805,خوب بود,خوب,27 تیر 1402,4.0,recommended,True,2882254,,,0,0,لاکی بیوتی,EW2A5,
46607164,بد نیست,به آدامس مو نمیخوره بیشتر شبیه واکس موعه,15 اسفند 1401,3.0,no_idea,True,1068347,,,0,0,رفیق,6YWDD,
29582488,سفارش با ارسالی مغایرت داشت,"سلام من سایه آکوآ رنگ ۷۴ سفارش دادم طبق نظرلت و عکسی که دیگران گذاشته بودن ولی یه شماره دیگه برام ارسال شده بوو ک رنگ افتضاح ارسال شده بود .
عکس سایه رو که برای من ارسال کردن با عکسی که تو نظرات بود کنار هم گذاشتم .قضاوت با خودتون",11 دی 1400,1.0,not_recommended,True,2554529,,,9,0,واردات آرایشی دبی,D2GMC,
19945372,خیلی خوبه,خیلی نسبت به قیمتش فقط دوستان بدونین این ماسک نیس پد هستش که به این شکل بریده شده و خودتون باید بهش مواد اضافه کنین دقیقا مثل قرص ماسک من ۱۰ تا گرفتم چون خیلی خوبه,5 اردیبهشت 1400,5.0,recommended,True,3005827,,,4,1,دکمه آنلاین,6YUZH,
22948866,کاسه رنگ مو,"رنگ قرمزش در واقع سرخابی رنگ هستش نه قرمز
ولی در کل با توجه به قیمت ارزش خرید داره و هم سایز خوبی داره و هم کیفیت خوبی",23 تیر 1400,5.0,recommended,True,2978443,,,0,0,آرالیا بیوتی,ADM47,
36083048,خوشگله,اقا خلاصه بگم برای دختر عموی کوچولوم گرفتم خیلی خوشحال شد کلا واسعه هدیه و اینکه دلبری کنی خوبه بگیرین لذت ببرین ممنون از دیجی کالا,31 خرداد 1401,4.0,recommended,True,4230625,"['تنوع ', 'رنگارنگی', 'برای هدیه مناسبه']",['نداشت '],0,0,نوشه شاپ,AVZRU,
26037823,,این برند لاک پاکن خیلی باکیفیته ولی متاسفانه بجای پد لاک پاکن برای من دستمال مرطوب آرایش فرستاده بودن و ارزش مرجوعی هم نداشت. ,10 مهر 1400,3.0,no_idea,True,3943330,,,0,1,باران گالری,5AN9N,
53894544,,"خوبه
همشون سالم بودن
تعداد درست ارسال شده بود
اگه تنوع رنگی میخواین از شوز انلاین بخرین،منم طبق عکس خریداران قبلی دیدم شوز انلاین ۶ رنگ متفاوت میفرسته که منم از شوز انلاین سفارش دادم و برام ۶ رنگ متفاوت ارسال شد.",30 شهریور 1402,5.0,recommended,True,9808193,,,0,0,شوز انلاین,AKMEA,
23410763,عالیییییی حتما بخرید جنسش عالیهههه ماسک بهش نمیچشبه ماسکتون کاملاااا صاف صاف میشه و کمترین اصراف ماسک رو داره کاملا سالم به دستم رسید,واقعا باید بخرید دیگه ماسکتون اصراف نمیشه,5 مرداد 1400,5.0,recommended,True,3897055,"['اندازه عالی\r', 'درست بودن رنگ های سفارشی\r', 'جنس عالی']",,1,0,بازرگانی ناتوسا,5AMN2,
52130458,,"تعداد توپک ها زیاده و هر کدوم حجم خوبی دارن
قیمت روی محصول ۲۷۵۰۰ 
قیمت دیجیکالا ۲۱۵۰۰
ممنون از دیجی کالا ",7 مرداد 1402,5.0,recommended,True,5263402,,,0,0,مهر افزون,AU7SX,
46992816,بیوتی بلندر,با این قیمت خیلی خوبه بیرون گرونتره من رنگ زیتونی سفارش داده بودم صورتی فرستادن که خیلی بهتره راضیم,22 اسفند 1401,5.0,recommended,True,5015805,,,0,0,گالری سپاهان,EAZJV,
31052038,لنز ناخن طرح BT21,خیلیییی خوب بود و کیوت بود. من به آرمی ها پیشنهاد میدم. خیلیییی زیبا بود و چسبندگی بالایی داشت و طرح های زیبایی داشت,17 بهمن 1400,5.0,recommended,True,6039389,,,0,0,چاپ شما,DE73W,
26983286,شابلون خط چشم,شابلون نیست و فقط برچسب هست و یک بار مصرف ولی در کل خوبه,7 آبان 1400,3.0,no_idea,True,4998204,,,2,1,لایت بیوتی البی,D7UKR,
51409086,‌‌,به نظر من سایه خوبیه نسبت به قیمت خوبه,18 تیر 1402,5.0,recommended,True,7894981,,,0,0,محصولات تاپ,AK24R,
44085919,خریدار,توصیه نمیکنم کاربردی نداره,19 دی 1401,1.0,not_recommended,True,1825897,,,1,0,سنتربیوتی,AFK4F,
30265807,رنگ مو,"من از این برند قبلاً هم استفاده میکردم خوبه 
ممنون از دیجی کالا",27 دی 1400,4.0,recommended,True,3811578,,,0,0,استریمو,AGJ9X,
46565068,,"درود
تراش سالم به دستم رسید
و از کیفیت قابل قبولی هم برخورداره
از تیغه ها راضی بودم
فقط
همونطور که در تصویر مشاهده میفرمایید
من رنگ «بنفش» سفارش داده بودم!!!!!!!!!!!!!!!!!!!!
لطف کنید اگر موجودی ندارید
در سایت موجودی نزنید
و بعد رنگ دیگری رو ارسال بفرمایید
اعتماد مشتری رو سلب نکنید
با تشکر از انسانیت شما 🙏🏻",14 اسفند 1401,2.0,no_idea,True,4622784,,,2,1,کولاک گالری,D4DFZ,
43982661,,کاملا به درد نخور بود.البته برای استفاده پنکیک.خیلی قطرش زیاده و استفاده ازش سخته.مضافا به اینکه تو هیچ جای پنکیکی هم جا نمیشه!!!,16 دی 1401,3.0,no_idea,True,2829723,,,0,0,بهین تجهیزات مدرن,AADMK,
17633361,نگهدارنده لاک,"برای خودم سوال بود که همه مدل و سایز و شکل شیشه لاک رو نگه میداره؟ و بله نگه میداره.
منتها اگر یکم جنسش خشک تر بود شاید بهتر بود چون اگر شیشه لاک کوچیک باشه ممکنه ازش سر بخوره در کل راضی هستم و سرخابی ش خیلی خوشرنگه انرژی مثبت داره",5 اسفند 1399,0.0,recommended,True,633669,,,2,0,آرایشی بهراد,5ANM4,
43741983,عالی عالی,خیلی عالی بود، واقعا لاک رو زود پاک میکنه و اصلا هم بوی استون یا بوی میوه نمیده، کلا رایحه خاصی نداره و کارایی خوبی داره ,10 دی 1401,4.0,,True,2401696,,,0,0,پرتی,EAZJG,
38708977,اکلیل ناخن,عالیه همون رنگی که خواسته بودم ارسال شد سالم به دستم رسید,11 شهریور 1401,5.0,recommended,True,4918138,,,0,0,دکمه آنلاین,6YUZH,
46220222,برس مو,برس جنس نرم و خوبی داره ۳۰و ۸۰۰ خریدم بنظرم خوبه,8 اسفند 1401,5.0,recommended,True,2345968,"['زیبا', 'قیمت مناسب', 'جنس قابل قبول']",,0,0, فروشگاه ایران,A399Y,
21124641,خوبه,با توجه به قیمت پایینش خیلی خوبه,2 خرداد 1400,3.25,recommended,True,953687,,,1,0,انرژی کمپ,5ANJH,
18481829,,خیلییی خوشگله می ارزه توی خونه طرح به این خوشگلی بدی واقعا طرح های این مدل طرح ناخن زیباست من ۷ طرح خریدم واقعا عالیه,24 اسفند 1399,5.0,recommended,True,4258888,"['جذابه\r', 'راحت زده میشه\r', 'زیباست\r', 'زمان نمیبره\r', 'کیفیت خوب']",['قیمت بالا'],7,0,توانا سنتر,C76EX,
47606851,به اندازه ی یه بند انگشت از این محصول داخل رنگ مو زیبایی خاصی به مو میده,دودی زیبا میکنه رنگ مو رو.,9 فروردین 1402,3.0,recommended,True,1779255,,,0,0,خورشید استار,A43SZ,
34340722,افتضاح,"به درد نخور بود و با ماژیک روش نوشته بود OPI
مثل یک اسفنج فشرده بود و بدون استفاده دور انداختم.",10 اردیبهشت 1401,1.0,not_recommended,True,2108155,,,0,0,ماهان واردات,DPWR9,
10704985,راضی نبودم,من دورنگ یاسی و بی رنگ و سفارش دادم یاسی دقیقا مشابه شکل بود ولی بی رنگ شفاف و یه اسپری شیشه ای کوچیک به درد نخور فرستادن که عودت دادم و یکبار دیگه بی رنگ شفاف و سفارش دادم متاسفانه بار دوم هم همان اسپری کوچک شیشه ای به دردنخور و فرستادن و من مجددا عودت دادم,13 مرداد 1399,3.0,not_recommended,True,2918115,,,0,0,ایرانیان توس,C7XST,
10214756,پد تخم مرغی,پخش کردن کرم باهاش عالیه,27 تیر 1399,5.0,recommended,True,1030895,['ما برای ارایشگاه میخریم خیلی عالیه،پد خوب باید انعطاف پذیری زیاد داشته باشه'],['نداره'],1,0,آرشتات,AT4KN,
45685220,,در کل خوبه,24 بهمن 1401,3.0,,True,3581552,,,0,0,شرکت سحاب تجارت اسپادانا,C6Y5P,
13065181,كيفيت جنس عالي بود ,قبلا كه خوب بود ,6 آبان 1399,0.0,recommended,True,771885,,,0,0,نگین پایتخت ایران زمین,AFDDJ,
28652904,بد نبود,دیگه نمیخرم,23 آذر 1400,0.0,not_recommended,True,5783543,,,0,0,ماییلدا,9NT2X,
14311895,خوبه,نسبت به قیمت قابل قبوله و کار راه انداز,13 آذر 1399,3.0,recommended,True,3716874,,,0,0,پرولایزبیوتی,C3227,
11180919,رنگ مو,کیفیتش خوبه,30 مرداد 1399,0.0,recommended,True,629854,,,0,0,پخش آبگینه,5A6SP,
35465740,,خیلی خوشگلن,13 خرداد 1401,5.0,recommended,True,8099098,,,0,0,مربع مکعب,DEKDY,
46485550,خوبه,"سلام 
 قشنگ و بصرفه هست
اولین بار بود که میزاشتم و یکم ناوارد بودم اما عکسشو میزارم ببینید
تصحیح نظر:
عالییییی درجه یک از همه نظر
اون ک شکل گل و کوچیک هست یکم رنگش وقتی برق ناخن یا تاپ کت میزنی می‌ره و پخش میشه اماااا اون طرح برگ بسیار بسیار روی ناخن شیک میشه و خیلیییییی کیفیتش عالیه ، من دولایه برق ناخن زدم اصن عالی شده 
عکس میزارم ازش روی ناخن ببینید",13 اسفند 1401,5.0,recommended,True,6529179,,,1,0,نوشه شاپ,AVZRU,
24109635,,خیلی نازن,26 مرداد 1400,4.5,recommended,True,4521838,,,0,0,شلر ما,A9K2S,
25090851,,راضی بودم، رنگش خوبه، کیفیتش هم عادیه، با توجه به قیمت قابل قبول بود,18 شهریور 1400,4.0,recommended,True,1543052,,,0,0,امپر,AM5PT,
36930309,,تمیز و خوب بسته بندی کرده بودن,25 تیر 1401,5.0,recommended,True,3813448,,,0,0,دارومارت تهران,DZFKU,
47644376,,خیلی خوشرنگ و عالیههه,10 فروردین 1402,5.0,recommended,True,3386368,,,0,0,خورشید استار,A43SZ,
51600555,,"تمام پلاستیکی بودن و جنس پلاستیک باعث میشه الکتریسیته ساکن به وجود اومده زیاد باشه
دندانه ها هم سفت هستن و سر رو اذیت می‌کنن",23 تیر 1402,2.0,not_recommended,True,6602120,,,3,3,طهران کالا,5AP6X,
45356561,سایز کوچک فرستادن,کوچکتر از عکسش و اندازه های درج شده در مشخصات فنی کالا بود. ارزش مرجوع نداشت. خریدش رو توصیه نمیکنم,16 بهمن 1401,2.0,not_recommended,True,5993096,,,0,0,آریا پروشاپ,CTKK5,
37420954,فروشنده اشتباه فرستاد,"من شماره ۲ خریدم ولی به من شماره ۳ فرستادن روی شماره لیبل ۲ زدن 
پنچ تا خریدم همه را مرجوع کردم",8 مرداد 1401,0.0,not_recommended,True,3552348,,"['پوشاندن شماره و لیبل دورغ\r', 'ارسال اشتباه به عمد']",6,0,علی بیوتی شرق,ECN5R,
46828555,تاثیر گذار,در صورت استفاده مداوم تاثیر مثبت داره و از روغن‌های گیاهی ساخته شده,19 اسفند 1401,5.0,recommended,True,1080413,"['بوی خوب', 'بسته بندی مناسب']",,0,0,هایجنیک,5AJTR,
